Year,Country,Top 10% income share,Top 5% income share,Top 1% income share,Top 0.5% income share,Top 0.1% income share,Top 0.01% income share,Top 10-5% income share,Top 5-1% income share,Top 1-0.5% income share,Top 0.5-0.1% income share,Top 0.1-0.01% income share,Top 10% income share-including capital gains,Top 5% income share-including capital gains,Top 1% income share-including capital gains,Top 0.5% income share-including capital gains,Top 0.1% income share-including capital gains,Top 0.01% income share-including capital gains,Top 10-5% income share-including capital gains,Top 5-1% income share-including capital gains,Top 1-0.5% income share-including capital gains,Top 0.5-0.1% income share-including capital gains,Top 0.1-0.01% income share-including capital gains,Top 10% income composition-Wages_ salaries and pensions,Top 10% income composition-Entrepreneurial income,Top 10% income composition-Dividends,Top 10% income composition-Interest Income,Top 10% income composition-Rents,Top 5% income composition-Wages_ salaries and pensions,Top 5% income composition-Entrepreneurial income,Top 5% income composition-Dividends,Top 5% income composition-Interest Income,Top 5% income composition-Rents,Top 1% income composition-Wages_ salaries and pensions,Top 1% income composition-Entrepreneurial income,Top 1% income composition-Dividends,Top 1% income composition-Interest Income,Top 1% income composition-Rents,Top 0.5% income composition-Wages_ salaries and pensions,Top 0.5% income composition-Entrepreneurial income,Top 0.5% income composition-Dividends,Top 0.5% income composition-Interest Income,Top 0.5% income composition-Rents,Top 0.1% income composition-Wages_ salaries and pensions,Top 0.1% income composition-Entrepreneurial income,Top 0.1% income composition-Dividends,Top 0.1% income composition-Interest Income,Top 0.1% income composition-Rents,Top 0.01% income composition-Wages_ salaries and pensions,Top 0.01% income composition-Entrepreneurial income,Top 0.01% income composition-Dividends,Top 0.01% income composition-Interest Income,Top 0.01% income composition-Rents,Top 10-5% income composition-Wages_ salaries and pensions,Top 10-5% income composition-Entrepreneurial income,Top 10-5% income composition-Dividends,Top 10-5% income composition-Interest Income,Top 10-5% income composition-Rents,Top 5-1% income composition-Wages_ salaries and pensions,Top 5-1% income composition-Entrepreneurial income,Top 5-1% income composition-Dividends,Top 5-1% income composition-Interest Income,Top 5-1% income composition-Rents,Top 1-0.5% income composition-Wages_ salaries and pensions,Top 1-0.5% income composition-Entrepreneurial income,Top 1-0.5% income composition-Dividends,Top 1-0.5% income composition-Interest Income,Top 1-0.5% income composition-Rents,Top 0.5-0.1% income composition-Wages_ salaries and pensions,Top 0.5-0.1% income composition-Entrepreneurial income,Top 0.5-0.1% income composition-Dividends,Top 0.5-0.1% income composition-Interest Income,Top 0.5-0.1% income composition-Rents,Top 0.1-0.01% income composition-Wages_ salaries and pensions,Top 0.1-0.01% income composition-Entrepreneurial income,Top 0.1-0.01% income composition-Dividends,Top 0.1-0.01% income composition-Interest Income,Top 0.1-0.01% income composition-Rents,Top 10% capital gains (a),Top 5% capital gains (a),Top 1% capital gains (a),Top 0.5% capital gains (a),Top 0.1% capital gains (a),Top 0.01% capital gains (a),Top 10-5% capital gains (a),Top 5-1% capital gains (a),Top 1-0.5% capital gains (a),Top 0.5-0.1% capital gains (a),Top 0.1-0.01% capital gains (a),Top 10% capital gains (b),Top 5% capital gains (b),Top 1% capital gains (b),Top 0.5% capital gains (b),Top 0.1% capital gains (b),Top 0.01% capital gains (b),Top 10-5% capital gains (b),Top 5-1% capital gains (b),Top 1-0.5% capital gains (b),Top 0.5-0.1% capital gains (b),Top 0.1-0.01% capital gains (b),Number of tax units,Number of tax returns,Income control,Income control-including capital gains,Price index,Average income per tax unit,Average income per tax unit-including capital gains,Top 10% average income,Top 5% average income,Top 1% average income,Top 0.5% average income,Top 0.1% average income,Top 0.01% average income,Bottom 90% average income,Top 10-5% average income,Top 5-1% average income,Top 1-0.5% average income,Top 0.5-0.1% average income,Top 0.1-0.01% average income,P90 income threshold,P95 income threshold,P99 income threshold,P99.5 income threshold,P99.9 income threshold,P99.99 income threshold,Top 10% average income-including capital gains,Top 5% average income-including capital gains,Top 1% average income-including capital gains,Top 0.5% average income-including capital gains,Top 0.1% average income-including capital gains,Top 0.01% average income-including capital gains,Bottom 90% average income-including capital gains,Top 10-5% average income-including capital gains,Top 5-1% average income-including capital gains,Top 1-0.5% average income-including capital gains,Top 0.5-0.1% average income-including capital gains,Top 0.1-0.01% average income-including capital gains,P90 income threshold-including capital gains,P95 income threshold-including capital gains,P99 income threshold-including capital gains,P99.5 income threshold-including capital gains,P99.9 income threshold-including capital gains,P99.99 income threshold-including capital gains,Pareto-Lorenz coefficient,Inverted Pareto-Lorenz coefficient
1951,United States,32.82,22.67,10.52,7.41,3.12,0.87,10.15,12.15,3.11,4.29,2.25,34.22,24.2,11.79,8.53,3.89,1.28,10.02,12.41,3.26,4.64,2.61,64.03,22.47,8.65,1.47,3.39,53.37,28.5,12.13,1.85,4.14,37.07,34.4,20.85,2.36,5.32,33.79,33.27,24.97,2.44,5.53,27.34,26.84,37.53,2.45,5.83,15.42,15.04,61.64,2.32,5.57,87.64,9.1,0.93,0.62,1.72,67.23,23.49,4.72,1.42,3.14,44.81,37.06,11.15,2.17,4.82,38.34,37.81,16.11,2.42,5.32,31.62,31.07,28.88,2.5,5.93,3.83,4.9,6.87,7.54,9.99,13.04,1.35,3.14,5.21,5.69,8.76,6.44,8.48,13.24,15.41,22.38,32.3,1.51,3.97,7.55,9.57,17.52,63059.89,55447,204931.0192,210812.0192,0.1232968,26357.4,27113.79,86504.9,119505.32,277235.99,390654.59,821584.21,2280361.52,19674.35,53504.47,80072.66,163817.39,282922.18,659497.85,47927.22,58967.24,137900.51,200003.11,444985.52,1168759.47,92776.76,131236.01,319593.11,462510.54,1054836.56,3473465.86,19817.91,54317.5,84146.74,176675.69,314429.03,786099.98,48655.49,61967.48,148724.55,222275.91,530408.27,1780264.26,2.12,1.893
1952,United States,32.07,21.85,9.76,6.81,2.76,0.75,10.23,12.09,2.95,4.05,2.01,33.21,23.07,10.79,7.74,3.43,1.09,10.14,12.28,3.05,4.31,2.34,65.74,21.59,8.01,1.47,3.2,55.73,27.3,11.17,1.88,3.92,37.67,34.4,20.03,2.52,5.39,34.71,32.73,24.38,2.57,5.61,28.11,24.51,38.47,2.67,6.24,16.32,11.49,63.52,2.68,5.98,86.94,9.5,1.29,0.6,1.67,70.06,21.67,4.15,1.37,2.75,44.41,38.22,10.09,2.38,4.9,39.08,38.16,15.05,2.51,5.19,32.21,29.04,29.76,2.66,6.33,3.04,3.86,5.82,6.61,9.69,12.3,1.25,2.21,3.94,4.39,8.68,5.17,6.82,11.41,13.67,21.59,30.66,1.4,2.79,5.69,7.37,17.36,63684.13,56528,218231.9478,223148.9478,0.125991,27198.67,27811.49,87236.91,118841.27,265413.33,370326.5,749571.57,2028250.94,20527.75,55632.55,82198.26,160500.17,275515.24,607496.08,51207.23,62892.54,136465.97,201168.44,417836.1,1044746.71,92366.14,128316.87,300110.29,430319.89,953424.63,3027194.77,20638.75,56415.41,85368.52,169900.69,299543.7,723005.72,51927.82,65318.21,144458.81,218712.92,497283.69,1559300.04,2.218,1.821
1953,United States,31.38,21.01,9.08,6.26,2.51,0.67,10.37,11.93,2.82,3.76,1.83,32.31,22.01,9.9,7.02,3.06,0.97,10.29,12.11,2.88,3.97,2.09,68.2,19.89,7.41,1.48,3.01,58.14,25.66,10.52,1.88,3.79,40.44,32.71,19.12,2.56,5.17,37.48,30.96,23.44,2.67,5.46,30.35,24.21,36.58,2.8,6.06,17.18,11.28,62.55,2.84,6.15,88.42,8.29,1.16,0.68,1.45,71.4,20.38,4.09,1.37,2.76,46.95,36.55,9.63,2.32,4.55,42.11,35.35,14.89,2.58,5.06,34.9,28.67,27.61,2.79,6.03,2.38,3.11,4.78,5.68,8.52,11.55,0.86,1.8,2.7,3.69,7.35,4.08,5.54,9.54,11.86,19.23,29,0.96,2.27,3.88,6.19,14.7,64273.151,57838,231798.7821,235828.7821,0.1269418,28410.36,28904.3,89152.94,119365.23,257997.03,355865.14,712054.91,1911007.73,21661.18,58940.64,84707.28,160128.92,266817.7,578837.93,52779.53,64721.71,137162.39,197191.75,401456.58,958003.82,93380.97,127254.34,286207.02,405945.9,883071.02,2794340.25,21740.22,59507.6,87516.17,166468.13,286664.62,670707.78,53287.23,66867.87,142592.4,211859.63,465173.48,1400825.63,2.268,1.789
1954,United States,32.12,21.56,9.39,6.47,2.57,0.71,10.56,12.17,2.92,3.9,1.86,33.64,23.3,10.77,7.71,3.49,1.17,10.34,12.52,3.06,4.22,2.32,67,20.55,7.66,1.48,3.31,58.35,25.09,10.89,1.8,3.88,39.4,32.91,19.79,2.87,5.03,36.37,31.14,24.15,3,5.34,29.6,22.67,38.67,3.06,5.99,18.21,11.48,60.98,2.99,6.34,84.53,11.36,1.12,0.83,2.16,72.69,19.17,4.15,0.99,3.01,46.03,36.77,10.27,2.58,4.35,40.66,36.52,14.92,2.97,4.93,33.54,26.55,30.94,3.09,5.88,4,5.57,7.91,9.11,13.78,17.17,0.63,3.69,5.15,5.75,12.42,6.99,9.78,15.72,18.99,30.27,41.04,0.7,4.68,7.47,9.67,24.84,64928.23,56747,232475.3422,239088.3422,0.1275758,28065.65,28864.01,90144.94,121022.93,263549.28,363126.62,720258.97,1981105.29,21167.95,59266.96,85391.34,163971.93,273843.53,580164.93,53069.52,64766.28,139627.56,200180.04,404691.21,970649.44,97087.3,134492.9,310968.19,445247.08,1007622.67,3373476.55,21283.64,59681.7,90374.08,176689.29,304653.18,744750.02,53440.9,68545.51,150456.81,222701.94,519496.73,1652846.6,2.29,1.775
1955,United States,31.77,21.38,9.18,6.28,2.49,0.72,10.39,12.2,2.9,3.8,1.77,33.94,23.6,11.06,7.96,3.71,1.32,10.34,12.54,3.1,4.25,2.4,67.6,20.43,7.98,1.46,2.53,60.01,24.43,10.94,1.73,2.88,39.16,33.2,21.4,2.87,3.38,36.77,30.65,26.49,2.98,3.11,28.97,19.87,43.62,2.88,4.66,17.06,9.25,67.05,2.68,3.95,83.07,12.25,1.92,0.92,1.83,75.39,17.98,3.24,0.89,2.51,44.25,38.64,10.51,2.64,3.96,41.68,37.42,15.73,3.05,2.13,33.31,23.74,35.07,2.95,4.92,5.82,7.21,10.83,12.46,18.25,21.23,2.82,4.29,7.09,8.2,16.97,9.96,12.93,21.42,25.72,39.28,49.03,3.18,5.45,10.34,13.86,33.93,65589.45,58250,250047.2633,259426.2633,0.1271003,29994.49,31119.55,95298.71,128243.45,275365.24,377028.74,745995.54,2161437.65,22738.46,62353.97,91463,173701.74,284787.04,588724.19,56673.51,70784.24,146690.86,209271.13,406317.46,998284.24,105612.89,146859.94,344105.82,495573.33,1156081.47,4097008.97,22842.51,64365.85,97548.47,192638.3,330446.3,829311.75,58502.1,75493.85,162682.75,242823.1,572362.83,1892249.58,2.31,1.763
1956,United States,31.81,21.35,9.09,6.14,2.38,0.68,10.46,12.26,2.94,3.76,1.7,33.46,23.13,10.67,7.7,3.49,1.2,10.34,12.45,2.97,4.22,2.29,66.99,20.83,7.88,1.48,2.81,58.58,25.27,11.07,1.92,3.16,39.34,31.96,21.57,2.92,4.21,36.37,28.09,28.15,2.99,4.4,29.6,17.95,44.84,3.01,4.6,17.71,6.72,68.7,2.88,3.99,84.01,11.86,1.43,0.6,2.1,72.55,20.4,3.44,1.2,2.4,45.45,39.93,8.04,2.76,3.82,40.49,34.27,17.97,2.98,4.28,33.89,22,36.23,3.06,4.82,4.48,5.72,9.14,11.89,17.26,19.6,1.83,3.01,2.83,8.1,16.29,8.01,10.67,18.68,24.3,37.15,45.89,2.05,3.81,4.08,13.69,32.57,66257.212,59197,269693.1918,278560.1918,0.1290021,31552.96,32590.36,100357.42,134715.68,286720.99,387722.55,751880.33,2149239.73,23908.02,65999.17,96714.35,185719.43,296683.1,596618.18,59038.07,73862.64,156848.05,213034,421174.14,1005651.89,109054.32,150742.83,347807.01,502157.05,1136200.87,3903041.61,24094.37,67365.82,101476.79,193456.96,343646.1,828774.13,60260.57,77499.8,163382.73,246755.89,585061.34,1826274.25,2.388,1.72
1957,United States,31.69,21.17,8.98,6.08,2.36,0.66,10.52,12.19,2.9,3.72,1.7,32.99,22.6,10.16,7.23,3.18,1.05,10.38,12.44,2.93,4.05,2.13,67.93,19.65,8.28,1.89,2.25,57.49,25.37,11.8,2.41,2.93,40.17,31.76,21.1,3.08,3.9,36.53,28.65,27.63,3.22,3.97,28.94,19.55,43.91,3.33,4.27,17.62,7.34,67.33,3.28,4.43,88.79,8.23,1.25,0.85,0.88,70.04,20.75,5.06,1.93,2.22,47.41,38.33,7.69,2.8,3.77,41.19,34.24,17.63,3.15,3.79,33.01,23.95,35.48,3.35,4.21,3.41,4.57,6.89,8.9,13.38,15.46,0.99,2.77,2.39,5.81,12.54,5.99,8.23,14.03,18.32,29.18,37.49,1.11,3.5,3.44,9.78,25.07,66947.445,59825,283500.4137,290399.4137,0.133598,31697.12,32468.47,100439.65,134189.76,284699.9,385433.75,747778.97,2101774.32,24059.06,66689.53,96562.22,183966.04,294847.45,597335.04,60353.51,74945.82,155293.32,213393.67,426933.64,1023711.4,107108.91,146786.61,329911.15,469425.94,1033572.83,3418499.27,24175.09,67431.21,101005.47,190396.36,328389.22,768581.01,61024.72,78394.4,160721.42,237669.27,549328.37,1665048.74,2.384,1.722
1958,United States,32.11,21.26,8.83,5.94,2.29,0.64,10.85,12.43,2.89,3.65,1.65,33.56,22.93,10.21,7.27,3.22,1.08,10.63,12.72,2.94,4.05,2.14,68.94,19.07,7.79,2.01,2.19,58.5,24.69,11.35,2.56,2.91,40.82,31.65,20.21,3.33,3.99,37.15,28.35,26.92,3.47,4.12,30,18.94,42.89,3.67,4.49,18.11,7.49,66.14,3.68,4.58,89.25,8.15,0.87,0.94,0.8,70.85,19.83,5.15,2.02,2.15,47.97,38.5,6.71,3.07,3.75,41.49,34.05,17.23,3.34,3.89,34.21,23,34.66,3.67,4.46,3.97,5.5,8.29,10.59,15.33,17.86,0.85,3.41,3.16,7.33,14.31,7.01,9.83,16.71,21.62,33.25,42.42,0.94,4.31,4.55,12.37,28.61,67546.014,59085,284837.6562,293414.6562,0.137243,30726.1,31651.32,98668.49,130647.5,271421.29,365165.52,704467.94,1973960.75,23176.95,66689.48,95454.05,177677.06,280339.91,563413.18,60355.69,75270.8,151080.51,204150.47,402886.54,966151.77,106226.7,145131.94,323025.35,460100.39,1018681.82,3422975.94,23365.17,67321.46,100658.59,185950.31,320455.04,751538.03,60927.66,79374.87,158115.34,233363.29,537411.2,1675369.81,2.414,1.707
1959,United States,32.03,21.02,8.75,5.9,2.19,0.62,11.01,12.28,2.85,3.71,1.58,34,23.39,10.65,7.72,3.45,1.19,10.61,12.74,2.93,4.27,2.26,68.58,19.17,8.06,2.16,2.02,57.53,25.37,11.61,2.76,2.72,40.63,32.17,19.99,3.54,3.67,36.63,29.38,26.44,3.7,3.86,29.16,20.07,42.88,3.92,3.96,17.83,8.63,65.93,3.78,3.82,89.53,7.42,1.32,1.02,0.71,69.37,20.61,5.74,2.22,2.05,48.19,38.19,7.06,3.26,3.31,40.85,34.65,17.13,3.57,3.8,33.09,24.04,34.9,3.97,4.01,5.44,7.93,11.44,14.34,20.82,23.59,0.29,5.25,4.75,9.99,19.68,9.82,14.12,23.01,29.14,44.24,53.45,0.32,6.7,6.88,16.94,39.37,68143.847,60272,306744.53,319177.53,0.1381928,32573.53,33893.8,104343.73,136970.54,284948.43,384390.17,713774.63,2007104.98,24599.06,71716.92,99976.07,185506.68,302044.05,570071.26,63900.75,80849.9,161381.44,226899.23,412123.24,948336.22,115251.22,158553.9,360882.4,523031.68,1169271.76,4047343.67,24854.09,71948.55,107971.77,198733.12,361471.66,849485.99,64107.14,87315.97,172887.78,271541.99,614121.33,1912327.77,2.508,1.663
1960,United States,31.66,20.51,8.36,5.52,2.1,0.6,11.15,12.15,2.84,3.42,1.5,33.48,22.57,10.03,7.13,3.25,1.17,10.9,12.54,2.91,3.88,2.07,70.08,17.75,7.81,2.32,2.05,59.04,23.74,11.39,2.98,2.84,42.47,30.09,19.66,3.78,4,38.19,26.74,26.79,3.99,4.29,30.57,17.12,43.26,4.24,4.81,18.15,5.43,68.39,4.22,3.83,90.28,6.77,1.24,1.1,0.6,70.28,19.44,5.78,2.44,2.06,50.47,36.11,6.44,3.45,3.53,42.65,32.38,17.13,3.85,3.99,34.93,21.23,34.43,4.25,5.15,4.79,6.77,10.23,13.15,19.54,23.95,0.92,4.23,3.93,8.71,17.64,8.63,12.31,20.97,27.2,42.09,54.1,1.03,5.37,5.68,14.73,35.28,68681,61028,318030.1352,328547.1352,0.1405672,32941.82,34031.18,104285.36,135137.44,275281.29,363742.22,690610.37,1964561.96,25014.76,73433.29,100101.48,186820.36,282025.19,549060.2,64986.98,74466.4,159778.01,210130.66,394211.12,929513.08,113919.7,153646.1,341488.6,485233.94,1105688.55,3998404.92,25154.68,74193.31,106685.47,197743.25,330120.29,784275.62,65659.58,79364.3,169119.81,245965.24,563089.75,1891805.78,2.503,1.665
1961,United States,31.9,20.91,8.34,5.41,2.05,0.59,10.99,12.57,2.93,3.36,1.47,34.25,23.5,10.64,7.66,3.65,1.38,10.75,12.86,2.98,4.01,2.27,70.58,17.6,7.45,2.47,1.9,61.09,22.88,10.5,3.05,2.47,41.99,30.86,19.73,3.92,3.51,37.78,27.57,26.89,4.08,3.68,30.04,18.86,42.95,4.3,3.83,17.01,7.78,67.52,4.32,3.37,88.52,7.61,1.68,1.37,0.82,73.56,17.68,4.48,2.49,1.79,50.25,35.73,7.07,3.68,3.26,42.28,32.63,17.56,3.95,3.58,34.51,22.67,34.53,4.3,3.99,6.33,8.44,13.75,18.09,25.96,31.26,2.05,4.54,4.4,12.39,23.61,11.73,16.04,28.46,37.07,54.59,66.68,2.3,5.77,6.37,21.09,47.22,69997.278,61499,331239.3019,346390.3019,0.1419919,33327.07,34851.46,106300.74,139352.9,277867.82,360553.39,684338.05,1956424.36,25218.89,73248.57,104724.17,195182.25,279607.22,542995.13,65402.83,81530.74,164682.4,205403.94,382506.66,910402.57,119382.9,163811.41,370842.45,533669.41,1272525.18,4817493.27,25459.08,74954.39,112053.65,208015.49,348955.46,878639.84,66925.93,87236.95,175510.28,256348.27,618947.7,2241772.46,2.555,1.643
1962,United States,32.04,20.94,8.27,5.4,1.98,0.56,11.1,12.67,2.87,3.42,1.42,33.7,22.81,9.95,7.06,3.19,1.16,10.9,12.86,2.89,3.86,2.03,70.7,17.51,7.25,2.72,1.82,60.98,22.95,10.34,3.34,2.39,42.14,30.82,19.37,4.26,3.41,38.06,27.12,26.8,4.4,3.61,29.74,17.81,43.96,4.64,3.85,17.4,5.38,68.67,4.71,3.84,88.95,7.29,1.45,1.56,0.75,73.13,17.88,4.53,2.74,1.73,50.52,36.25,6.02,4.1,3.11,42.68,32.29,17.28,4.27,3.48,34.02,22.11,35.41,4.62,3.85,4.29,5.87,10.11,13.63,21.17,25.75,1.15,2.87,2.67,8.54,19.21,8.08,11.32,21.26,28.4,45.29,57.33,1.29,3.63,3.85,14.44,38.42,71254.488,62712,353004.5274,364330.5274,0.1434166,34543.69,35652.01,110691.2,144688.41,285803.3,373013.67,685387.39,1940044.84,26082.86,76694,109409.69,198592.93,294920.24,545981.01,69103.79,84691.09,169754.86,220972.14,399376.11,900483.81,120150.51,162615.14,354734.17,503098.06,1138824.31,4138272.26,26263.29,77685.87,114585.39,206370.29,344166.5,805552.31,70000.65,88701.45,176410.79,257882.02,589274.74,1920891.04,2.632,1.613
1963,United States,32.01,20.9,8.16,5.33,1.96,0.57,11.11,12.73,2.83,3.37,1.4,33.78,22.84,9.92,7,3.15,1.15,10.94,12.93,2.92,3.85,2,70.78,16.98,7.39,3.14,1.71,61.51,22.1,10.39,3.75,2.25,42.38,29.94,19.86,4.61,3.2,37.86,26.59,27.34,4.79,3.42,29.06,17.44,44.77,4.99,3.73,16.63,4.93,69.86,4.94,3.65,88.12,7.39,1.77,2,0.71,73.61,17.15,4.4,3.2,1.65,51.63,34.68,6.43,4.39,2.86,42.76,31.69,17.61,4.68,3.25,33.51,21.92,35.79,5.01,3.76,4.74,6.32,10.93,14.07,21.1,24.92,1.62,3.1,4.37,9.36,19.43,8.64,11.91,22.31,28.98,45.05,55.86,1.81,3.92,6.32,15.85,38.85,72464.471,63943,372880.6485,385710.6485,0.1453161,35410.41,36628.8,113347.38,147980.53,289088.33,377453.31,695303.45,2011323.05,26750.75,78714.23,112703.58,200723.35,297990.78,549079.05,71265.92,88261.57,171559.78,223458.75,404618.08,917693.43,123749.72,167348.79,363229.9,512640.55,1152306.33,4198759.06,26948.7,80150.66,118378.51,213819.25,352724.1,813811.59,72571.09,92711.72,182764.66,264519.41,599738.8,1915863.7,2.624,1.616
1964,United States,31.64,20.62,8.02,5.33,1.97,0.53,11.02,12.6,2.69,3.36,1.44,34.42,23.5,10.48,7.39,3.37,1.3,10.92,13.02,3.09,4.01,2.07,68.95,18.41,8.02,3.29,1.32,59.77,23.63,11.01,3.88,1.71,42.68,28.46,21.81,4.69,2.36,37.6,26.97,28.14,4.82,2.48,29.02,18.28,45.14,5.12,2.43,12.62,3.17,78.02,4.67,1.53,86.22,8.61,2.41,2.18,0.59,71.64,19.05,4.51,3.46,1.34,52.58,31.35,9.5,4.43,2.14,42.38,31.8,18.67,4.65,2.5,34.18,23.04,34.78,5.27,2.72,7.03,9.19,15.26,16.77,23.77,32.57,2.7,4.85,12.12,12.04,19.91,12.3,16.6,29.55,34.42,51.01,68.79,3.04,6.18,17.93,20.47,39.83,73659.622,65376,402491.4608,418457.4608,0.1472157,37117.02,38589.38,117435.73,153093.35,297706.4,395906.5,730829.01,1971987.03,28192.72,81778.11,116940.09,199506.3,312175.87,592922.57,74353.04,89022.64,172503.44,232885.7,413065.95,884403.8,132836.83,181379.65,404382.09,569985.07,1301415.73,5024978.01,28117.44,84294.01,125629.04,238779.11,387127.4,887686.59,76647.24,95645.66,206478.88,288825.52,618470.84,2253818.12,2.564,1.639
1965,United States,31.52,20.7,8.07,5.42,2.04,0.54,10.82,12.63,2.64,3.38,1.5,34.78,23.88,10.89,7.73,3.66,1.49,10.9,12.98,3.17,4.07,2.17,68.1,19.41,7.8,3.49,1.2,59.85,23.95,10.68,4.03,1.49,42.31,28.84,21.87,4.9,2.08,37.49,27.67,27.62,5.05,2.17,29.13,19.16,44.12,5.36,2.23,13.07,5.72,73.98,5.29,1.94,83.94,10.68,2.27,2.46,0.65,72.03,19.33,3.92,3.57,1.16,52.02,31.18,10.3,4.61,1.89,42.25,32.53,18.21,4.87,2.14,33.95,23.2,35.15,5.39,2.31,8.41,10.19,17.25,18.24,25.77,37.48,4.79,5.01,15.15,12.92,20.42,14.54,18.69,33.36,37.76,55.3,76.33,5.44,6.38,22.63,22.01,40.84,74772.263,67596,432178.6272,452695.6272,0.1495901,38638.46,40472.76,121781.44,159962.41,311621.71,418988.54,787138.63,2078233.59,29400.36,83600.46,122047.59,204254.88,326951.02,643683.63,76562.19,93629.45,175887.84,243752.58,425058.29,892764.11,140768.42,193268.68,440825.81,625307.42,1479337.67,6027817,29328.8,88268.15,131379.4,256344.21,411799.86,973951.07,80845.52,100799.12,220766.46,307042.8,643219.74,2589695.03,2.485,1.673
1966,United States,31.98,20.99,8.37,5.59,2.15,0.6,10.99,12.62,2.78,3.43,1.55,33.67,22.92,10.18,7.22,3.39,1.29,10.75,12.74,2.96,3.83,2.1,69.92,18.05,6.94,3.42,1.67,60.19,23.68,9.89,4.03,2.21,40.87,32.56,18.49,4.88,3.19,37.16,31.55,22.93,4.91,3.45,29.77,23.39,37.91,5.34,3.59,15.92,11.31,62.92,5.84,4.01,88.31,7.41,1.36,2.27,0.64,72.7,17.92,4.32,3.48,1.58,48.16,34.55,9.78,4.84,2.67,41.61,36.47,13.9,4.65,3.37,34.45,27.48,29.45,5.17,3.45,6.55,8.84,14.82,17.36,24.9,30.73,1.85,4.39,9.23,11.81,22.36,10.51,14.38,25.32,31.5,48.6,67.98,2.26,5.65,10.21,16.4,36.67,75831.169,70160,470773.9162,490886.9162,0.1538641,40348.49,42072.31,129040.7,169399.57,337643.59,450729.84,869176.52,2432798.71,30493.8,88681.83,127338.57,224557.35,346118.17,695440.72,79916.29,98657.36,191302.29,263455.51,475396.86,1102918.77,141665.96,192859.76,428096.54,607432.42,1424268.38,5426819.09,31006.35,90472.15,134050.57,248760.67,403223.43,979540.53,81537.46,103867.53,211941.6,306951.84,669668.98,2460505.18,2.435,1.697
1967,United States,32.05,21.07,8.43,5.63,2.16,0.6,10.97,12.65,2.8,3.47,1.56,34.44,23.7,10.74,7.67,3.68,1.42,10.74,12.96,3.06,4,2.26,70.27,17.96,6.75,3.56,1.47,60.88,23.57,9.4,4.24,1.91,41.75,33.08,17.51,5.01,2.65,37.98,32.46,21.67,5.04,2.85,30.36,24.67,35.66,5.72,3.58,17.8,13.61,58.01,6.41,4.14,88.16,7.28,1.68,2.26,0.63,73.34,17.37,4.12,3.74,1.43,49.15,34.28,9.34,4.96,2.27,42.42,36.99,13.54,4.64,2.42,34.46,28.28,28.36,5.5,3.4,9.02,11.85,18.76,21.69,28.75,32.56,3.04,6.55,12.15,16.55,27.18,13.6,18.27,30.74,36.12,53.28,72.75,3.29,7.94,17.25,20.34,41.08,76855.773,71652,503805.1702,531405.1702,0.158613,41328.28,43592.37,132439.92,174181.89,348204.46,465298.63,892691.74,2465114.73,31204.76,90697.96,130676.25,231110.28,358450.36,717978.08,81191.1,100589.93,197350.04,269293.51,486005.69,1132036.49,150152.01,206646.99,468074.88,669127.18,1602893.77,6174195.47,31752.41,93657.03,141290.02,267022.58,435685.53,1094971.36,83849.55,108772.42,228042.29,327355.35,741280.14,2835653.11,2.446,1.692
1968,United States,31.98,20.98,8.35,5.58,2.15,0.58,11.01,12.62,2.77,3.43,1.56,34.85,24.15,11.21,8.14,4.02,1.61,10.7,12.94,3.07,4.12,2.41,70.75,17.34,6.69,3.78,1.45,61.25,22.82,9.54,4.51,1.88,41.97,31.53,18.34,5.42,2.74,37.28,31.14,23.17,5.62,2.79,29.25,21.67,39.71,6.43,2.93,18.18,11.3,58.77,8.16,3.59,88.64,7.02,1.32,2.41,0.62,73.65,17.22,3.88,3.92,1.33,51.1,32.3,8.92,5.02,2.67,41.89,36.56,13.7,5.15,2.7,32.65,24.86,33.85,5.9,2.74,10.69,13.96,22.22,25.62,32.93,37.4,3.74,7.45,14.36,20.18,31.1,15.65,21.26,35.26,42.11,60.02,78.91,2.98,9.13,17.13,24.6,47.35,77825.686,73729,548967.7159,585267.7159,0.1652615,42682.74,45505.09,136510.57,179065.28,356483.71,476213.61,915737.48,2482309.2,32257.42,93955.86,134710.67,236753.82,366332.64,741673.95,84477.01,103958.01,203595.73,271481.98,500869.44,1096696.55,158572.37,219797.65,510241.27,740732.84,1830606.49,7348747.55,32942.06,97347.09,147186.75,279749.7,468264.43,1217479.7,87537.49,113600.72,240601.17,347066.74,822298.82,3247135.14,2.441,1.694
